RiceRiversCenter_PierWaterQualityData_2014 - Data,,,,,,,,,,,,,,,,,,,,,,
DateTime,RecordID,PAR,WindSpeed_mph,WindDir,AirTempF,RelHumidity,BP_HG,Rain_in,H2O_TempC,SpCond_mScm,Salinity_ppt,PH,PH_mv,Turbidity_ntu,Chla_ugl,BGAPC_CML,BGAPC_rfu,ODO_sat,ODO_mgl,Depth_ft,Depth_m,SurfaceWaterElev_m_levelNad83m
1/1/14 2:30,43826,0,2.617,11.89,31.26,74.02,30.3,0,6.5,0.134,0.06,7.57,-29.5,22.4,3.6,940,0.5,101.1,12.42,16.528,5.037735,-31.19226
1/1/14 2:45,43827,0,2.81,12.41,30.65,75.95,30.31,0,6.47,0.134,0.06,7.58,-29.9,22.2,3.2,815,0.4,101,12.42,16.553,5.045354,-31.18464
1/1/14 3:00,43828,0,2.057,1.793,30.17,76.66,30.31,0,6.47,0.133,0.06,7.59,-30.5,21.9,3.2,939,0.5,101.4,12.47,16.573,5.05145,-31.17855
1/1/14 3:15,43829,0,2.214,11.95,29.98,77.91,30.32,0,6.45,0.134,0.06,7.59,-30.3,20.9,3.5,576,0.3,100.9,12.42,16.565,5.049012,-31.18099
1/1/14 3:30,43830,0,2.604,18.65,29.35,82.1,30.32,0,6.41,0.134,0.06,7.56,-28.8,23.4,3.3,658,0.3,100.6,12.39,16.542,5.042002,-31.188
1/1/14 3:45,43831,0,1.701,54.26,29.71,77.81,30.32,0,6.19,0.136,0.06,7.46,-23.8,19.6,3.3,635,0.3,97.5,12.08,16.496,5.027981,-31.20202
1/1/14 4:00,43832,0,1.694,53.18,30.96,75,30.32,0,6.34,0.133,0.06,7.55,-28.3,21.1,3,680,0.3,100.7,12.43,16.434,5.009083,-31.22092
1/1/14 4:15,43833,0,2.27,19.34,30.82,72.92,30.32,0,6.32,0.134,0.06,7.54,-28,21.6,3.1,772,0.4,100.5,12.41,16.358,4.985919,-31.24408
1/1/14 4:30,43834,0,3.836,14.66,29.55,79.42,30.32,0,6.25,0.133,0.06,7.51,-26.1,21,3.8,949,0.5,100.3,12.41,16.27,4.959096,-31.2709
1/1/14 4:45,43835,0,4.163,16.67,28.92,79.09,30.32,0,6.16,0.134,0.06,7.48,-24.8,20.4,3.3,913,0.5,99.2,12.29,16.17,4.928616,-31.30138
1/1/14 5:00,43836,0,4.073,18.08,28.72,81.1,30.32,0,6.09,0.133,0.06,7.48,-24.9,21,3.2,939,0.5,99.3,12.33,16.062,4.895698,-31.3343
1/1/14 5:15,43837,0,4.651,18.22,28.37,83.6,30.32,0,6.04,0.131,0.06,7.49,-25.3,21.8,3.4,619,0.3,99.8,12.4,15.948,4.86095,-31.36905
1/1/14 5:30,43838,0,4.91,18.28,28.31,83.2,30.33,0,6.03,0.132,0.06,7.51,-26,21.3,3.2,1082,0.6,99.7,12.4,15.834,4.826203,-31.4038
1/1/14 5:45,43839,0,4.416,16.47,28.22,83.1,30.33,0,5.99,0.132,0.06,7.51,-26.1,21.9,3.8,886,0.5,99.9,12.44,15.706,4.787189,-31.44281
1/1/14 6:00,43840,0,3.113,15.09,28.71,80,30.34,0,5.96,0.135,0.06,7.48,-24.4,21.5,4,1057,0.5,98.7,12.29,15.592,4.752442,-31.47756
1/1/14 6:15,43841,0,3.511,16.46,28.99,79.91,30.34,0,5.93,0.136,0.06,7.47,-23.9,20.7,3.5,661,0.3,98.1,12.22,15.469,4.714951,-31.51505
1/1/14 6:30,43842,0,3.65,16.6,28.72,80.5,30.34,0,5.9,0.135,0.06,7.47,-24.2,22.7,3.7,869,0.4,97.9,12.22,15.355,4.680204,-31.5498
1/1/14 6:45,43843,0,2.476,20.39,29.51,78.2,30.34,0,5.85,0.135,0.06,7.47,-24.3,23.3,3.6,1224,0.6,97.9,12.23,15.24,4.645152,-31.58485
1/1/14 7:00,43844,0,2.734,21.25,29.31,79.05,30.35,0,5.81,0.135,0.06,7.47,-24.2,22.7,3.9,757,0.4,97.9,12.24,15.131,4.611929,-31.61807
1/1/14 7:15,43845,0,3.486,17.96,29.08,79.66,30.35,0,5.79,0.136,0.06,7.47,-23.8,21.3,3.7,842,0.4,97.4,12.18,15.022,4.578706,-31.65129
1/1/14 7:30,43846,0,3.136,18.33,28.78,80.3,30.35,0,5.74,0.135,0.06,7.48,-24.4,22.8,3.9,1288,0.7,97.8,12.25,14.919,4.547311,-31.68269
1/1/14 7:45,43847,0,3.27,16.94,28.59,81,30.35,0,5.74,0.136,0.06,7.47,-24,21.4,4,699,0.4,97.3,12.19,14.819,4.516831,-31.71317
1/1/14 8:00,43848,0.023,2.307,24.36,29.05,79.81,30.36,0,5.69,0.136,0.06,7.47,-24.1,20.6,3.1,724,0.4,97.1,12.18,14.72,4.486656,-31.74334
1/1/14 8:15,43849,0.827,1.518,99.1,30.13,78.8,30.36,0,5.65,0.135,0.06,7.48,-24.4,21,3.6,807,0.4,97.4,12.23,14.634,4.460443,-31.76956
1/1/14 8:30,43850,6.88,1.899,76.25,30.93,77.63,30.37,0,5.65,0.136,0.06,7.47,-24,20.6,3.7,747,0.4,97,12.18,14.544,4.433011,-31.79699
1/1/14 8:45,43851,19.27,2.583,20.35,30.08,81,30.37,0,5.64,0.137,0.06,7.46,-23.7,20.2,3.4,955,0.5,96.7,12.14,14.463,4.408322,-31.82168
1/1/14 9:00,43852,33.68,2.612,18.65,29.95,81.4,30.37,0,5.63,0.137,0.06,7.47,-23.9,20.6,3.6,972,0.5,96.6,12.14,14.389,4.385767,-31.84423
1/1/14 9:15,43853,55.02,3.487,15.77,28.89,82.6,30.37,0,5.58,0.138,0.07,7.45,-23.3,19.2,3.1,1401,0.7,96.4,12.13,14.325,4.36626,-31.86374
1/1/14 9:30,43854,112.7,4.031,15.86,27.88,85,30.37,0,5.55,0.138,0.07,7.47,-23.8,19.9,3.9,684,0.3,96.3,12.13,14.276,4.351325,-31.87867
1/1/14 9:45,43855,249,2.816,19.01,29.09,84.3,30.37,0,5.51,0.137,0.06,7.47,-23.8,20.5,3.4,745,0.4,96.6,12.17,14.255,4.344924,-31.88507
1/1/14 10:00,43856,343.7,0.54,52.97,32.41,81.5,30.38,0,5.5,0.137,0.06,7.47,-24.1,20.6,3.3,860,0.4,96.4,12.16,14.268,4.348886,-31.88111
1/1/14 10:15,43857,440.6,0.586,136,37.92,69.83,30.38,0,5.48,0.136,0.06,7.49,-25.2,19.7,3.6,1019,0.5,96.5,12.17,14.344,4.372051,-31.85795
1/1/14 10:30,43858,429.2,0.97,138.8,38.76,66.43,30.38,0,5.51,0.137,0.06,7.47,-24.2,18.8,3.6,641,0.3,95.8,12.07,14.497,4.418685,-31.81131
1/1/14 10:45,43859,537.1,1.246,146.3,37.8,69.97,30.38,0,5.64,0.134,0.06,7.52,-26.8,18.1,3.4,671,0.3,97.8,12.29,14.696,4.479341,-31.75066
1/1/14 11:00,43860,680.6,2.124,180.4,38.39,68.39,30.39,0,5.1,0.122,0.06,7.31,-15.7,19.7,3.9,930,0.5,95.7,12.19,14.918,4.547007,-31.68299
1/1/14 11:15,43861,740,3.246,181.4,37.61,68.22,30.39,0,5.57,0.134,0.06,7.45,-23.2,20.1,3.7,1169,0.6,97,12.2,15.131,4.611929,-31.61807
1/1/14 11:30,43862,723.2,3.948,177.9,38.02,67.87,30.38,0,5.55,0.132,0.06,7.5,-25.9,23,3.7,868,0.4,97.9,12.32,15.335,4.674108,-31.55589
1/1/14 11:45,43863,762.2,2.872,170.9,38.86,67.52,30.38,0,5.57,0.131,0.06,7.51,-26,22.7,4,807,0.4,98.4,12.38,15.532,4.734154,-31.49585
1/1/14 12:00,43864,830,1.767,146.8,40.45,64.04,30.38,0,5.58,0.13,0.06,7.51,-26.4,23.7,3.7,666,0.3,98.5,12.39,15.715,4.789932,-31.44007
1/1/14 12:15,43865,882,3.782,149.6,41.25,63.61,30.38,0,5.53,0.125,0.06,7.5,-25.8,26.6,3.7,943,0.5,99.1,12.49,15.888,4.842662,-31.38734
1/1/14 12:30,43866,902,5.281,146.9,42.14,62.75,30.37,0,5.56,0.124,0.06,7.47,-24.3,28.2,3.6,896,0.5,99.4,12.51,16.047,4.891126,-31.33887
1/1/14 12:45,43867,802,4.471,154.7,43.07,62.95,30.35,0,5.64,0.124,0.06,7.5,-25.6,27.4,3.8,1104,0.6,99.8,12.54,16.196,4.936541,-31.29346
1/1/14 13:00,43868,1019,5.122,159.3,43.89,62.81,30.34,0,5.76,0.126,0.06,7.52,-26.5,25.7,3.2,789,0.4,99.7,12.48,16.341,4.980737,-31.24926
1/1/14 13:15,43869,932,4.647,146.2,44.2,61.02,30.33,0,5.78,0.125,0.06,7.52,-27,25.6,3.3,835,0.4,100.1,12.52,16.474,5.021276,-31.20872
1/1/14 13:30,43870,834,4.484,153.6,44.6,61.44,30.33,0,5.83,0.126,0.06,7.53,-27.1,24.7,3.5,940,0.5,99.9,12.48,16.597,5.058766,-31.17123
1/1/14 13:45,43871,920,6.243,170.9,45.4,57.89,30.32,0,5.85,0.124,0.06,7.52,-26.5,26.1,3.9,804,0.4,100.5,12.55,16.706,5.091989,-31.13801
1/1/14 14:00,43872,936,5.752,169.3,45.86,56.83,30.31,0,5.89,0.125,0.06,7.53,-27.5,24.9,3.6,527,0.3,100.4,12.53,16.811,5.123993,-31.10601
1/1/14 14:15,43873,954,6.156,173.4,46.34,55.3,30.3,0,5.94,0.126,0.06,7.55,-28.1,23.3,3.3,884,0.4,100.4,12.52,16.901,5.151424,-31.07858
1/1/14 14:30,43874,848,5.359,175.1,46.57,54.56,30.3,0,5.97,0.126,0.06,7.54,-28.1,23.8,3.4,1005,0.5,100.5,12.52,16.996,5.180381,-31.04962
1/1/14 14:45,43875,733.1,3.969,166.9,47.06,53.28,30.29,0,5.99,0.126,0.06,7.55,-28.2,24.4,3.1,846,0.4,100.7,12.54,17.08,5.205984,-31.02402
1/1/14 15:00,43876,649,5.35,175.7,46.95,56.24,30.29,0,6.03,0.126,0.06,7.56,-28.6,24.1,3.4,1019,0.5,100.8,12.54,17.155,5.228844,-31.00116
1/1/14 15:15,43877,673.6,6.279,171.6,47.26,56.86,30.28,0,6.05,0.126,0.06,7.56,-28.9,24.9,3.3,869,0.4,100.8,12.53,17.215,5.247132,-30.98287
1/1/14 15:30,43878,619.7,6.568,171.1,47.27,58.4,30.27,0,6.08,0.126,0.06,7.56,-29.1,25.3,3.5,893,0.5,100.9,12.54,17.248,5.25719,-30.97281
1/1/14 15:45,43879,541.5,8.88,169.7,47.4,56.38,30.26,0,6.09,0.126,0.06,7.57,-29.3,22.8,3.5,672,0.3,100.7,12.5,17.267,5.262982,-30.96702
1/1/14 16:00,43880,583.7,7.92,169.8,47.68,55.33,30.25,0,6.12,0.126,0.06,7.55,-28.5,23.1,3.2,959,0.5,101.1,12.55,17.247,5.256886,-30.97311
1/1/14 16:15,43881,476.9,7.059,167.6,47.64,56.97,30.25,0,6.16,0.121,0.06,7.53,-27.1,29.1,3.4,734,0.4,101.8,12.62,17.213,5.246522,-30.98348
1/1/14 16:30,43882,312.8,5.344,165.4,47.72,56.27,30.25,0,6.22,0.117,0.05,7.5,-25.5,31.8,4.2,798,0.4,102.4,12.67,17.148,5.226711,-31.00329
1/1/14 16:45,43883,211.9,4.947,174.4,47.13,59.5,30.25,0,6.27,0.114,0.05,7.48,-24.6,34.5,4,1033,0.5,103.1,12.74,17.069,5.202631,-31.02737
1/1/14 17:00,43884,181.8,4.727,169.4,46.87,59.21,30.24,0,6.24,0.116,0.05,7.47,-24.2,31.5,4.2,966,0.5,102.5,12.68,16.971,5.172761,-31.05724
1/1/14 17:15,43885,134.1,5.811,174.3,46.6,59.2,30.24,0,6.17,0.123,0.06,7.48,-24.6,26.2,3.9,788,0.4,101.1,12.52,16.865,5.140452,-31.08955
1/1/14 17:30,43886,79.92,6.578,177.9,46.8,54.41,30.23,0,6.31,0.125,0.06,7.48,-24.6,24,3.8,749,0.4,100.7,12.44,16.747,5.104486,-31.12551
1/1/14 17:45,43887,40.74,6.564,183,46.53,53.01,30.23,0,6.26,0.126,0.06,7.47,-24,24,3.4,885,0.4,100.4,12.42,16.628,5.068214,-31.16179
1/1/14 18:00,43888,18.71,5.127,191.8,46.11,53.79,30.22,0,6.22,0.126,0.06,7.47,-24.4,24.9,3.6,687,0.3,100.4,12.43,16.499,5.028895,-31.2011
1/1/14 18:15,43889,4.602,2.612,190.6,45.55,55.32,30.22,0,6.24,0.126,0.06,7.47,-24.2,24.4,3.6,787,0.4,100.3,12.41,16.364,4.987747,-31.24225
1/1/14 18:30,43890,0.411,0.844,104.4,43.18,62.51,30.22,0,6.19,0.128,0.06,7.46,-23.8,25.7,3.6,964,0.5,99.5,12.32,16.234,4.948123,-31.28188
1/1/14 18:45,43891,0,1.828,26.42,41.08,67.1,30.21,0,6.12,0.127,0.06,7.46,-23.8,28,4.1,1113,0.6,99.5,12.34,16.093,4.905147,-31.32485
1/1/14 19:00,43892,0,1.172,46.85,40.51,65.5,30.21,0,6.11,0.125,0.06,7.47,-23.9,28.5,4.1,878,0.4,99.9,12.4,15.964,4.865827,-31.36417
1/1/14 19:15,43893,0,1.073,45.8,40.5,64.79,30.21,0,6.11,0.126,0.06,7.47,-24,28,3.6,813,0.4,99.9,12.39,15.828,4.824375,-31.40562
1/1/14 19:30,43894,0,1.298,15.87,39.11,68.81,30.21,0,6.15,0.126,0.06,7.46,-23.8,26.5,3.7,719,0.4,100,12.4,15.701,4.785665,-31.44433
1/1/14 19:45,43895,0,2.583,9.95,37.51,72.17,30.21,0,6.06,0.124,0.06,7.47,-24,28.3,4.2,906,0.5,100.4,12.47,15.569,4.745431,-31.48457
1/1/14 20:00,43896,0,1.783,27.06,37.17,73.13,30.2,0,6.06,0.125,0.06,7.47,-24.2,28,4,613,0.3,100.2,12.45,15.447,4.708246,-31.52175
1/1/14 20:15,43897,0,2.524,12.14,37.16,73.62,30.2,0,6,0.123,0.06,7.47,-24.3,29.9,3.8,690,0.4,100.2,12.47,15.327,4.671669,-31.55833
1/1/14 20:30,43898,0,3.163,11.42,36.14,73.45,30.2,0,6.01,0.125,0.06,7.46,-23.7,27.9,3.5,785,0.4,99.9,12.42,15.214,4.637227,-31.59277
1/1/14 20:45,43899,0,2.517,12.74,35.36,75.01,30.2,0,6,0.127,0.06,7.46,-23.7,30,3.6,898,0.5,99.5,12.38,15.097,4.601566,-31.62843
1/1/14 21:00,43900,0,1.83,2.921,35.76,74.25,30.19,0,6,0.128,0.06,7.46,-23.5,26.1,3.6,839,0.4,99.2,12.34,14.988,4.568342,-31.66166
1/1/14 21:15,43901,0,1.942,6.382,34.58,76.7,30.19,0,5.99,0.13,0.06,7.46,-23.4,27.2,3.7,555,0.3,98.7,12.29,14.881,4.535729,-31.69427
1/1/14 21:30,43902,0,0.944,46.05,35.4,76.38,30.19,0,5.98,0.13,0.06,7.46,-23.6,25.6,4.1,1205,0.6,98.5,12.27,14.778,4.504334,-31.72567
1/1/14 21:45,43903,0,2.14,18.3,34.46,78.45,30.18,0,5.97,0.13,0.06,7.46,-23.3,25.5,3.9,728,0.4,98.4,12.25,14.678,4.473855,-31.75615
1/1/14 22:00,43904,0.013,2.258,32.16,35.65,81.6,30.17,0,5.96,0.132,0.06,7.44,-22.6,24.4,3.9,793,0.4,98.2,12.23,14.582,4.444593,-31.78541
1/1/14 22:15,43905,0,2.006,11.29,34.73,81.3,30.16,0,5.96,0.133,0.06,7.44,-22.3,23.8,4.1,869,0.4,97.5,12.15,14.493,4.417467,-31.81253
1/1/14 22:30,43906,0,2.447,15.21,33.31,79.7,30.16,0,5.93,0.133,0.06,7.43,-22.2,23,3.4,888,0.5,97.5,12.15,14.409,4.391863,-31.83814
1/1/14 22:45,43907,0,4.478,21.12,31.42,83.1,30.15,0,5.92,0.135,0.06,7.42,-21.6,22.1,4,820,0.4,96.8,12.07,14.339,4.370527,-31.85947
1/1/14 23:00,43908,0,3.897,16.27,31.24,84.2,30.15,0,5.9,0.135,0.06,7.42,-21.6,21.9,3.9,817,0.4,96.9,12.08,14.294,4.356811,-31.87319
1/1/14 23:15,43909,0,3.943,16.28,31.36,85,30.15,0,5.9,0.137,0.06,7.42,-21.2,21.5,3.8,821,0.4,96.5,12.04,14.282,4.353154,-31.87685
1/1/14 23:30,43910,0,3.994,17.82,31.34,85.3,30.14,0,5.88,0.137,0.06,7.43,-21.8,22.4,3.5,786,0.4,96.4,12.03,14.333,4.368699,-31.8613
1/1/14 23:45,43911,0,3.234,18.75,31.15,85.4,30.14,0,5.87,0.137,0.06,7.44,-22.3,20.1,3.2,1380,0.7,96.2,12.01,14.464,4.408627,-31.82137
1/2/14 0:00,43912,0,2.369,11.78,30.84,86,30.13,0,5.63,0.125,0.06,7.47,-24,23.4,3.3,550,0.3,98.9,12.42,14.64,4.462272,-31.76773
1/2/14 0:15,43913,0,2.32,20.86,30.6,86.7,30.12,0,5.62,0.124,0.06,7.43,-22.2,22.8,3.8,1011,0.5,98.2,12.34,14.83,4.520184,-31.70982
1/2/14 0:30,43914,0,2.817,14,30.68,86.6,30.12,0,5.42,0.118,0.06,7.18,-8.5,22.2,3.7,691,0.4,95.8,12.11,15.016,4.576877,-31.65312
1/2/14 0:45,43915,0,2.667,22.46,30.42,87,30.12,0,5.83,0.132,0.06,7.43,-22.1,24.1,3.5,803,0.4,97.5,12.18,15.197,4.632046,-31.59795
1/2/14 1:00,43916,0,1.646,61.84,31.42,87.1,30.11,0,5.87,0.124,0.06,7.45,-23.1,29.7,4,938,0.5,99.3,12.4,15.376,4.686605,-31.54339
1/2/14 1:15,43917,0.007,1.223,66.2,32.41,86.9,30.1,0,5.83,0.128,0.06,7.44,-22.7,26.5,3.3,927,0.5,98.4,12.3,15.538,4.735982,-31.49402
1/2/14 1:30,43918,0.003,3.381,17.91,31.44,84.7,30.09,0,5.95,0.117,0.06,7.45,-23.1,33.6,4.1,814,0.4,100.6,12.54,15.685,4.780788,-31.44921
1/2/14 1:45,43919,0,2.522,20.62,30.68,86.9,30.09,0,5.98,0.114,0.05,7.45,-22.9,35.7,4,941,0.5,101.3,12.61,15.819,4.821631,-31.40837
1/2/14 2:00,43920,0,1.951,66.61,31.89,85,30.08,0,5.89,0.118,0.06,7.43,-21.8,30.8,3.8,1099,0.6,100.1,12.49,15.937,4.857598,-31.3724
1/2/14 2:15,43921,0,1.541,48.55,33.53,78.77,30.07,0,5.84,0.121,0.06,7.46,-23.8,29.1,3.6,871,0.4,99.9,12.49,16.05,4.89204,-31.33796
1/2/14 2:30,43922,0,2.342,46.51,33.92,76.32,30.07,0,5.78,0.123,0.06,7.47,-23.9,28.9,3.9,973,0.5,99.6,12.46,16.156,4.924349,-31.30565
1/2/14 2:45,43923,0,2.569,14.81,32.56,79.48,30.07,0,5.74,0.124,0.06,7.48,-24.4,27.8,3.8,1215,0.6,99.2,12.42,16.244,4.951171,-31.27883
1/2/14 3:00,43924,0,3.802,12.21,31.46,82.8,30.07,0,5.74,0.123,0.06,7.49,-25,27.8,3.8,798,0.4,99.7,12.49,16.319,4.974031,-31.25597
1/2/14 3:15,43925,0,3.579,18.71,30.87,84.9,30.07,0,5.7,0.124,0.06,7.48,-24.8,26.3,3.9,877,0.4,99.3,12.45,16.376,4.991405,-31.23859
1/2/14 3:30,43926,0,3.181,17.58,30.57,86.3,30.07,0,5.69,0.123,0.06,7.49,-25,25.8,3.7,860,0.4,99.1,12.43,16.421,5.005121,-31.22488
1/2/14 3:45,43927,0,3.943,15.59,30.65,86.4,30.06,0,5.69,0.123,0.06,7.5,-25.7,27.7,3.9,905,0.5,99.4,12.47,16.451,5.014265,-31.21573
1/2/14 4:00,43928,0.026,3.154,13.43,30.48,87.2,30.04,0,5.68,0.123,0.06,7.51,-26.3,26.7,4.2,789,0.4,99.6,12.5,16.461,5.017313,-31.21269
1/2/14 4:15,43929,0.029,2.042,20.29,30.68,87.4,30.04,0,5.61,0.123,0.06,7.48,-24.6,26.3,3.5,976,0.5,99,12.44,16.445,5.012436,-31.21756
1/2/14 4:30,43930,0,2.513,20.29,31.53,86.3,30.03,0,5.68,0.123,0.06,7.49,-25,27,3.4,653,0.3,99.5,12.49,16.407,5.000854,-31.22915
1/2/14 4:45,43931,0,1.677,30,32.11,84.8,30.02,0,5.7,0.122,0.06,7.5,-25.7,28.5,3.3,705,0.4,99.9,12.53,16.352,4.984089,-31.24591
1/2/14 5:00,43932,0,1.358,43.16,33.18,83.6,30.02,0,5.61,0.123,0.06,7.45,-22.9,25.9,4.2,853,0.4,98.8,12.42,16.28,4.962144,-31.26785
1/2/14 5:15,43933,0,1.383,96,34.62,81,30.01,0,5.7,0.121,0.06,7.46,-23.7,28.6,3.3,728,0.4,99.6,12.49,16.202,4.93837,-31.29163
1/2/14 5:30,43934,0,1.701,22.97,33.52,80.5,30,0,5.67,0.122,0.06,7.43,-21.7,28.8,4.2,865,0.4,99,12.42,16.108,4.909719,-31.32028
1/2/14 5:45,43935,0,1.028,134.9,33.22,83.3,30,0,5.54,0.126,0.06,7.39,-19.9,26.3,4,785,0.4,97.4,12.26,16.015,4.881372,-31.34863
1/2/14 6:00,43936,0.003,2.123,120.6,33.76,84,29.99,0,5.57,0.124,0.06,7.41,-20.8,26.8,4,771,0.4,98,12.33,15.896,4.845101,-31.3849
1/2/14 6:15,43937,0.01,1.486,120.7,35.5,79.6,29.99,0,5.64,0.121,0.06,7.43,-21.9,30.9,3.9,877,0.4,98.8,12.41,15.785,4.811268,-31.41873
1/2/14 6:30,43938,0.003,1.871,132.3,35.64,74.27,29.98,0,5.61,0.121,0.06,7.42,-21.3,31.3,3.8,920,0.5,98.9,12.44,15.652,4.77073,-31.45927
1/2/14 6:45,43939,0,2.027,176.4,36.43,73.01,29.97,0,5.57,0.122,0.06,7.42,-21.5,30.3,3.8,792,0.4,98.4,12.38,15.529,4.733239,-31.49676
1/2/14 7:00,43940,0,1.891,152,37.08,70.3,29.97,0,5.49,0.125,0.06,7.41,-21,28.2,3.9,822,0.4,97.5,12.29,15.391,4.691177,-31.53882
1/2/14 7:15,43941,0,1.42,95.5,34.97,74.9,29.96,0,5.47,0.127,0.06,7.4,-20.4,26.5,4.1,907,0.5,97,12.24,15.27,4.654296,-31.5757
1/2/14 7:30,43942,0,1.4,95,35.33,74.5,29.95,0,5.46,0.127,0.06,7.4,-20.3,27.1,3.6,712,0.4,96.9,12.23,15.14,4.614672,-31.61533
1/2/14 7:45,43943,0,1.633,147.3,35.91,75.23,29.95,0,5.44,0.128,0.06,7.39,-19.9,26.5,4.3,1127,0.6,96.6,12.2,15.026,4.579925,-31.65007
1/2/14 8:00,43944,0,3.121,160.2,37.23,70.24,29.95,0,5.43,0.127,0.06,7.39,-19.7,27.5,4,1154,0.6,96.7,12.21,14.904,4.542739,-31.68726
1/2/14 8:15,43945,0.31,2.577,151.7,38.09,66.44,29.94,0,5.42,0.126,0.06,7.4,-20.5,28.8,4.1,773,0.4,96.7,12.22,14.791,4.508297,-31.7217
1/2/14 8:30,43946,2.562,1.939,149.6,37.52,70.04,29.94,0,5.43,0.125,0.06,7.39,-20.1,30.4,3.9,924,0.5,96.8,12.22,14.679,4.474159,-31.75584
1/2/14 8:45,43947,12.72,1.488,99.6,37.57,72.52,29.94,0,5.37,0.127,0.06,7.39,-19.9,27.3,3.5,828,0.4,96.5,12.2,14.569,4.440631,-31.78937
1/2/14 9:00,43948,27.75,1.659,104.2,37.02,71.73,29.94,0,5.38,0.126,0.06,7.4,-20.5,27.7,3.8,815,0.4,96.8,12.24,14.466,4.409237,-31.82076
1/2/14 9:15,43949,42.35,2.353,129.3,37.11,74.59,29.93,0,5.35,0.127,0.06,7.4,-20.3,27.9,3.8,919,0.5,96.4,12.2,14.366,4.378757,-31.85124
1/2/14 9:30,43950,55.96,2.2,50.57,37.3,75.32,29.93,0,5.33,0.127,0.06,7.39,-20,26.2,3.6,1276,0.6,96.2,12.18,14.274,4.350715,-31.87928
1/2/14 9:45,43951,66.9,3.004,11.2,34.58,80.1,29.92,0,5.34,0.128,0.06,7.4,-20.1,26.4,3.5,904,0.5,96.3,12.18,14.179,4.321759,-31.90824
1/2/14 10:00,43952,82.8,1.907,52.3,34.58,80.4,29.92,0,5.3,0.129,0.06,7.39,-19.7,25.1,4.4,916,0.5,95.9,12.15,14.108,4.300118,-31.92988
1/2/14 10:15,43953,104.7,1.157,135.3,36.23,80.8,29.92,0,5.28,0.13,0.06,7.39,-19.8,23.8,4.4,1036,0.5,95.5,12.1,14.032,4.276954,-31.95304
1/2/14 10:30,43954,148.7,1.542,50,36.89,76.69,29.91,0,5.26,0.131,0.06,7.4,-20.1,25.7,4,782,0.4,95.4,12.09,13.976,4.259885,-31.97012
1/2/14 10:45,43955,167.6,1.761,13,36.8,77.99,29.9,0,5.25,0.131,0.06,7.39,-19.7,23.7,4,871,0.4,95.1,12.06,13.962,4.255618,-31.97438
1/2/14 11:00,43956,209.8,1.092,330.6,36.65,79.09,29.9,0,5.25,0.131,0.06,7.39,-20,24.1,4.1,980,0.5,95.1,12.06,14.005,4.268724,-31.96128
1/2/14 11:15,43957,236.6,1.388,132.2,37.98,75.5,29.9,0,5.29,0.131,0.06,7.4,-20.5,23,4,935,0.5,94.8,12.01,14.138,4.309262,-31.92074
1/2/14 11:30,43958,250,3.932,135.1,39.17,71.38,29.89,0,5.37,0.126,0.06,7.43,-21.8,24.3,3.5,824,0.4,96.7,12.23,14.334,4.369003,-31.861
